,Last Scraped,Host Since,Neighbourhood Cleansed,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Price,Availability 30,Availability 365,Number of Reviews,Cancellation Policy
0,17290,16964.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,110.0,0,0,3,151.50980726590484
1,17290,15948.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,0.0,1.0,168.00175681431006,120.0,0,0,12,181.94894537587885
2,17291,14867.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,199.0,17,217,14,181.94894537587885
3,17291,16006.0,218.24147727272728,161.80746023038947,220.18429813205105,3,1.0,0.0,1.0,168.00175681431006,180.0,29,364,17,151.96605805243445
4,17291,16139.0,218.24147727272728,161.80746023038947,99.29565108409575,1,1.0,1.0,1.0,168.00175681431006,165.0,0,0,35,181.94894537587885
5,17291,15201.0,218.24147727272728,161.80746023038947,220.18429813205105,4,1.0,1.0,2.0,168.00175681431006,395.0,0,200,20,151.96605805243445
6,17290,16226.0,218.24147727272728,161.80746023038947,220.18429813205105,3,1.0,1.0,1.0,168.00175681431006,140.0,0,0,1,181.94894537587885
7,17291,15972.0,218.24147727272728,161.80746023038947,220.18429813205105,5,1.0,2.0,3.0,168.00175681431006,550.0,19,354,23,181.94894537587885
8,17288,16174.0,218.24147727272728,280.71276595744683,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,500.0,0,305,0,151.50980726590484
9,17288,15290.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,249.0,0,121,30,151.96605805243445
10,17289,15846.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,180.0,5,177,19,181.94894537587885
11,17289,14973.0,218.24147727272728,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,115.0,1,325,31,181.94894537587885
12,17289,16226.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,0.0,1.0,168.00175681431006,175.0,0,0,14,181.94894537587885
13,17289,15512.0,218.24147727272728,161.80746023038947,220.18429813205105,5,1.0,2.0,3.0,168.00175681431006,450.0,0,0,5,151.96605805243445
14,17289,15583.0,218.24147727272728,161.80746023038947,99.29565108409575,2,1.0,3.0,1.0,168.00175681431006,80.0,29,45,12,181.94894537587885
15,17289,16142.0,218.24147727272728,281.42913385826773,220.18429813205105,2,1.0,1.0,2.0,168.00175681431006,210.0,0,0,0,181.94894537587885
16,17289,15691.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,119.0,4,149,40,181.94894537587885
17,17289,16587.0,218.24147727272728,161.80746023038947,99.29565108409575,1,1.0,1.0,1.0,168.00175681431006,100.0,0,0,0,151.50980726590484
18,17289,16643.0,218.24147727272728,161.80746023038947,220.18429813205105,3,1.0,1.0,2.0,168.00175681431006,180.0,0,0,1,151.50980726590484
19,17289,15545.0,218.24147727272728,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,150.0,0,0,2,181.94894537587885
20,17290,17089.0,115.86698564593301,85.15384615384616,80.38578680203045,1,1.0,1.0,1.0,168.00175681431006,35.0,6,109,11,181.94894537587885
21,17290,16205.0,115.86698564593301,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,70.0,30,365,24,151.96605805243445
22,17288,15442.0,115.86698564593301,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,175.0,29,89,9,151.50980726590484
23,17289,16671.0,115.86698564593301,161.80746023038947,80.38578680203045,2,1.0,1.0,2.0,168.00175681431006,35.0,25,357,2,181.94894537587885
24,17289,17195.0,115.86698564593301,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,59.0,5,32,4,181.94894537587885
25,17289,16261.0,115.86698564593301,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,100.0,17,352,1,181.94894537587885
26,17289,16278.0,115.86698564593301,161.80746023038947,220.18429813205105,4,1.0,0.0,2.0,168.00175681431006,85.0,2,223,20,181.94894537587885
27,17289,16033.0,115.86698564593301,161.80746023038947,220.18429813205105,4,1.0,2.0,2.0,168.00175681431006,165.0,10,233,91,181.94894537587885
28,17289,15824.0,115.86698564593301,161.80746023038947,99.29565108409575,3,1.0,1.0,2.0,168.00175681431006,49.0,2,288,146,181.94894537587885
29,17289,16589.0,115.86698564593301,161.80746023038947,99.29565108409575,1,1.0,1.0,1.0,168.00175681431006,100.0,30,365,0,151.50980726590484
30,17289,15474.0,115.86698564593301,161.80746023038947,220.18429813205105,3,1.0,1.0,1.0,168.00175681431006,200.0,0,0,5,151.50980726590484
31,17289,16394.0,115.86698564593301,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,90.0,4,118,72,181.94894537587885
32,17289,17070.0,115.86698564593301,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,70.0,25,81,3,181.94894537587885
33,17289,16180.0,115.86698564593301,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,220.0,0,0,1,151.96605805243445
34,17289,16376.0,115.86698564593301,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,75.0,29,89,18,151.96605805243445
35,17289,17191.0,115.86698564593301,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,68.0,0,0,2,151.50980726590484
36,17290,15069.0,80.07692307692308,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,40.0,0,0,0,151.50980726590484
37,17289,16904.0,157.88611111111112,161.80746023038947,220.18429813205105,5,1.0,2.0,4.0,168.00175681431006,188.0,0,231,66,181.94894537587885
38,17289,14895.0,157.88611111111112,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,120.0,0,61,70,181.94894537587885
39,17289,16862.0,157.88611111111112,161.80746023038947,220.18429813205105,10,2.0,5.0,6.0,168.00175681431006,824.0,19,173,0,181.94894537587885
40,17289,15629.0,157.88611111111112,161.80746023038947,220.18429813205105,2,1.0,0.0,1.0,168.00175681431006,189.0,1,193,139,181.94894537587885
41,17289,16275.0,157.88611111111112,161.80746023038947,99.29565108409575,1,1.0,1.0,1.0,168.00175681431006,99.0,0,0,1,151.50980726590484
42,17290,15775.0,157.88611111111112,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,113.10576923076923,110.0,8,9,3,181.94894537587885
43,17290,15886.0,157.88611111111112,161.80746023038947,220.18429813205105,5,1.0,2.0,3.0,168.00175681431006,500.0,14,349,15,181.94894537587885
44,17290,17224.0,157.88611111111112,161.80746023038947,99.29565108409575,1,1.0,1.0,1.0,168.00175681431006,60.0,12,65,0,151.50980726590484
45,17290,16738.0,157.88611111111112,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,98.0,25,85,10,181.94894537587885
46,17290,16539.0,157.88611111111112,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,160.0,0,0,0,151.50980726590484
47,17290,15460.0,157.88611111111112,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,150.0,1,44,8,181.94894537587885
48,17290,16618.0,157.88611111111112,161.80746023038947,99.29565108409575,2,2.0,1.0,1.0,168.00175681431006,66.0,0,0,0,151.50980726590484
49,17290,15435.0,157.88611111111112,161.80746023038947,99.29565108409575,4,2.0,1.0,2.0,168.00175681431006,399.0,0,0,2,181.94894537587885
50,17290,17140.0,157.88611111111112,161.80746023038947,99.29565108409575,1,1.0,1.0,1.0,168.00175681431006,90.0,0,43,4,151.50980726590484
51,17289,16713.0,157.88611111111112,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,100.0,0,0,3,181.94894537587885
52,17289,16642.0,157.88611111111112,161.80746023038947,99.29565108409575,1,1.0,1.0,1.0,168.00175681431006,60.0,1,1,0,151.50980726590484
53,17288,16760.0,157.88611111111112,161.80746023038947,220.18429813205105,2,1.0,0.0,1.0,168.00175681431006,120.0,0,0,1,151.50980726590484
54,17290,16691.0,383.3333333333333,196.13986013986013,220.18429813205105,8,5.0,3.0,6.0,168.00175681431006,850.0,11,274,8,151.96605805243445
55,17288,16981.0,166.79923830250272,161.80746023038947,99.29565108409575,1,1.0,1.0,1.0,168.00175681431006,80.0,0,0,2,151.50980726590484
56,17289,15915.0,166.79923830250272,161.80746023038947,220.18429813205105,4,1.0,2.0,2.0,168.00175681431006,150.0,0,0,0,181.94894537587885
57,17289,16590.0,166.79923830250272,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,108.0,0,0,17,151.96605805243445
58,17289,14427.0,166.79923830250272,161.80746023038947,220.18429813205105,6,1.0,3.0,4.0,168.00175681431006,375.0,0,148,10,181.94894537587885
59,17289,15472.0,166.79923830250272,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,195.0,0,0,3,181.94894537587885
60,17289,15565.0,166.79923830250272,161.80746023038947,220.18429813205105,2,1.0,0.0,2.0,168.00175681431006,150.0,0,0,10,151.50980726590484
61,17289,16605.0,166.79923830250272,161.80746023038947,99.29565108409575,1,1.0,1.0,1.0,168.00175681431006,100.0,0,0,1,151.50980726590484
62,17289,15735.0,166.79923830250272,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,120.0,24,200,2,151.96605805243445
63,17289,16059.0,166.79923830250272,161.80746023038947,99.29565108409575,1,2.0,1.0,1.0,168.00175681431006,105.0,0,0,10,181.94894537587885
64,17289,16558.0,166.79923830250272,161.80746023038947,220.18429813205105,7,1.0,2.0,3.0,168.00175681431006,250.0,11,334,21,181.94894537587885
65,17289,16542.0,166.79923830250272,161.80746023038947,220.18429813205105,4,1.0,1.0,2.0,168.00175681431006,280.0,0,45,14,181.94894537587885
66,17289,16629.0,166.79923830250272,161.80746023038947,99.29565108409575,1,1.0,1.0,1.0,168.00175681431006,110.0,1,54,47,151.96605805243445
67,17289,15833.0,166.79923830250272,281.42913385826773,220.18429813205105,3,1.0,2.0,2.0,168.00175681431006,299.0,4,120,3,151.50980726590484
68,17289,15895.0,166.79923830250272,161.80746023038947,220.18429813205105,4,1.0,0.0,3.0,168.00175681431006,183.0,0,0,1,181.94894537587885
69,17289,17052.0,166.79923830250272,161.80746023038947,80.38578680203045,2,1.0,1.0,1.0,168.00175681431006,65.0,0,0,1,151.50980726590484
70,17289,15771.0,166.79923830250272,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,179.0,2,328,27,181.94894537587885
71,17289,14787.0,166.79923830250272,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,90.0,13,35,55,181.94894537587885
72,17289,16913.0,166.79923830250272,161.80746023038947,99.29565108409575,1,1.0,1.0,1.0,168.00175681431006,,0,0,0,151.50980726590484
73,17289,16713.0,166.79923830250272,161.80746023038947,220.18429813205105,4,1.0,2.0,2.0,168.00175681431006,200.0,0,0,1,151.50980726590484
74,17290,14805.0,115.86698564593301,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,250.0,30,365,0,151.50980726590484
75,17290,16858.0,115.86698564593301,161.80746023038947,220.18429813205105,6,1.0,2.0,2.0,168.00175681431006,215.0,9,194,25,181.94894537587885
76,17290,15908.0,115.86698564593301,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,79.0,10,166,165,181.94894537587885
77,17290,16662.0,115.86698564593301,161.80746023038947,220.18429813205105,5,1.0,2.0,2.0,168.00175681431006,180.0,5,18,9,181.94894537587885
78,17290,16610.0,115.86698564593301,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,80.0,6,302,65,151.96605805243445
79,17290,16996.0,115.86698564593301,161.80746023038947,220.18429813205105,4,1.0,1.0,2.0,168.00175681431006,108.0,0,0,1,151.50980726590484
80,17290,15425.0,115.86698564593301,161.80746023038947,220.18429813205105,6,1.0,2.0,4.0,168.00175681431006,300.0,0,318,3,151.96605805243445
81,17290,16279.0,115.86698564593301,161.80746023038947,220.18429813205105,4,1.0,1.0,2.0,168.00175681431006,103.0,1,274,39,181.94894537587885
82,17291,16112.0,115.86698564593301,161.80746023038947,220.18429813205105,4,1.0,2.0,2.0,168.00175681431006,185.0,5,143,68,151.96605805243445
83,17291,16259.0,115.86698564593301,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,85.0,13,344,20,181.94894537587885
84,17290,16988.0,115.86698564593301,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,99.4888888888889,75.0,5,15,51,151.50980726590484
85,17290,16282.0,115.86698564593301,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,89.0,4,113,4,151.96605805243445
86,17290,17122.0,115.86698564593301,161.80746023038947,80.38578680203045,1,1.0,1.0,4.0,168.00175681431006,42.0,2,229,41,151.50980726590484
87,17289,16391.0,64.11111111111111,196.13986013986013,99.29565108409575,2,2.0,1.0,1.0,168.00175681431006,50.0,0,0,0,181.94894537587885
88,17290,15126.0,166.79923830250272,161.80746023038947,220.18429813205105,3,1.0,1.0,1.0,168.00175681431006,250.0,0,0,0,151.96605805243445
89,17291,15246.0,166.79923830250272,161.80746023038947,220.18429813205105,4,1.0,1.0,1.0,168.00175681431006,174.0,0,0,0,151.50980726590484
90,17291,15427.0,166.79923830250272,161.80746023038947,220.18429813205105,3,1.0,0.0,,168.00175681431006,190.0,0,0,1,151.50980726590484
91,17290,17080.0,166.79923830250272,161.80746023038947,220.18429813205105,3,1.0,1.0,1.0,168.00175681431006,350.0,19,354,0,181.94894537587885
92,17289,16856.0,291.45454545454544,161.80746023038947,220.18429813205105,8,2.0,3.0,5.0,168.00175681431006,600.0,15,298,12,181.94894537587885
93,17291,15762.0,192.11111111111111,161.80746023038947,220.18429813205105,3,2.0,2.0,2.0,168.00175681431006,290.0,0,0,0,181.94894537587885
94,17289,14542.0,192.11111111111111,161.80746023038947,99.29565108409575,2,2.0,1.0,1.0,168.00175681431006,120.0,1,182,33,151.50980726590484
95,17289,16744.0,88.73333333333333,161.80746023038947,220.18429813205105,2,1.0,0.0,1.0,168.00175681431006,105.0,1,1,3,181.94894537587885
96,17290,16695.0,135.58064516129033,161.80746023038947,99.29565108409575,1,1.0,1.0,1.0,168.00175681431006,35.0,0,215,0,151.50980726590484
97,17289,16877.0,161.82258064516128,161.80746023038947,99.29565108409575,3,1.0,1.0,2.0,168.00175681431006,100.0,13,146,5,181.94894537587885
98,17290,16119.0,161.82258064516128,161.80746023038947,220.18429813205105,2,1.0,2.0,1.0,168.00175681431006,125.0,0,0,14,181.94894537587885
99,17289,16076.0,218.24147727272728,161.80746023038947,220.18429813205105,4,1.0,1.0,2.0,168.00175681431006,350.0,0,0,3,181.94894537587885
100,17289,16323.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,195.0,0,8,69,181.94894537587885
101,17289,15456.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,160.0,0,274,1,181.94894537587885
102,17289,16054.0,218.24147727272728,165.19642857142858,99.29565108409575,3,1.0,1.0,1.0,168.00175681431006,209.0,0,122,16,181.94894537587885
103,17290,16331.0,218.24147727272728,161.80746023038947,220.18429813205105,1,1.0,0.0,1.0,168.00175681431006,100.0,2,2,10,151.96605805243445
104,17290,16544.0,218.24147727272728,161.80746023038947,99.29565108409575,1,,1.0,,168.00175681431006,200.0,0,0,1,151.50980726590484
105,17290,15709.0,218.24147727272728,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,99.4888888888889,150.0,0,0,1,151.50980726590484
106,17290,15635.0,218.24147727272728,161.80746023038947,220.18429813205105,3,1.0,1.0,1.0,168.00175681431006,150.0,0,0,4,181.94894537587885
107,17290,15446.0,218.24147727272728,161.80746023038947,220.18429813205105,4,1.0,1.0,1.0,168.00175681431006,223.0,9,302,125,181.94894537587885
108,17290,17192.0,218.24147727272728,161.80746023038947,220.18429813205105,6,2.0,2.0,3.0,168.00175681431006,295.0,2,206,12,181.94894537587885
109,17290,16153.0,218.24147727272728,161.80746023038947,99.29565108409575,1,2.0,1.0,1.0,168.00175681431006,100.0,0,0,1,151.96605805243445
110,17290,16257.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,0.0,1.0,168.00175681431006,175.0,0,0,18,151.96605805243445
111,17290,15959.0,218.24147727272728,161.80746023038947,220.18429813205105,1,1.0,0.0,1.0,115.88059701492537,135.0,0,105,31,181.94894537587885
112,17290,16055.0,218.24147727272728,161.80746023038947,220.18429813205105,3,1.0,1.0,1.0,168.00175681431006,213.0,4,19,27,181.94894537587885
113,17291,16232.0,218.24147727272728,90.53846153846153,99.29565108409575,1,1.0,1.0,1.0,168.00175681431006,77.0,0,204,21,151.96605805243445
114,17291,14605.0,218.24147727272728,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,60.0,0,0,12,181.94894537587885
115,17291,15007.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,230.0,9,344,8,181.94894537587885
116,17291,16477.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,0.0,1.0,168.00175681431006,125.0,1,1,11,151.96605805243445
117,17290,16987.0,218.24147727272728,161.80746023038947,220.18429813205105,4,2.0,2.0,2.0,168.00175681431006,350.0,0,210,3,151.96605805243445
118,17290,15447.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,195.0,5,97,23,181.94894537587885
119,17290,17047.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,158.0,0,0,1,181.94894537587885
120,17290,17246.0,218.24147727272728,161.80746023038947,220.18429813205105,10,1.0,4.0,5.0,168.00175681431006,500.0,10,336,0,181.94894537587885
121,17290,15232.0,218.24147727272728,161.80746023038947,220.18429813205105,6,1.0,2.0,2.0,168.00175681431006,433.0,5,237,86,151.96605805243445
122,17290,15601.0,218.24147727272728,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,125.0,1,17,5,181.94894537587885
123,17290,15939.0,218.24147727272728,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,109.0,11,148,18,181.94894537587885
124,17289,15862.0,218.24147727272728,161.80746023038947,220.18429813205105,3,1.0,1.0,2.0,168.00175681431006,247.0,0,0,3,151.50980726590484
125,17289,15313.0,218.24147727272728,161.80746023038947,220.18429813205105,6,2.0,2.0,2.0,168.00175681431006,450.0,10,290,41,151.96605805243445
126,17289,16072.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,150.0,1,2,28,151.96605805243445
127,17289,16209.0,218.24147727272728,161.80746023038947,220.18429813205105,1,1.0,0.0,1.0,168.00175681431006,89.0,3,229,187,181.94894537587885
128,17289,16377.0,218.24147727272728,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,219.0,0,279,27,181.94894537587885
129,17288,16288.0,175.70731707317074,161.80746023038947,220.18429813205105,4,1.0,1.0,2.0,168.00175681431006,250.0,0,0,10,151.50980726590484
130,17289,16346.0,175.70731707317074,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,100.0,0,0,1,151.96605805243445
131,17290,15874.0,175.70731707317074,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,95.0,29,364,7,181.94894537587885
132,17290,15942.0,175.70731707317074,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,80.0,0,0,2,151.50980726590484
133,17290,16738.0,175.70731707317074,281.42913385826773,99.29565108409575,2,2.0,1.0,1.0,168.00175681431006,290.0,30,365,0,151.50980726590484
134,17289,16297.0,176.3971671388102,281.42913385826773,99.29565108409575,2,0.0,1.0,1.0,168.00175681431006,50.0,0,0,0,151.50980726590484
135,17289,16530.0,176.3971671388102,161.80746023038947,99.29565108409575,3,1.0,1.0,2.0,168.00175681431006,800.0,0,0,0,181.94894537587885
136,17289,15644.0,176.3971671388102,161.80746023038947,220.18429813205105,6,2.0,3.0,3.0,168.00175681431006,300.0,0,119,16,151.96605805243445
137,17289,16190.0,176.3971671388102,161.80746023038947,220.18429813205105,6,1.0,2.0,3.0,168.00175681431006,340.0,1,109,0,151.50980726590484
138,17289,15658.0,176.3971671388102,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,135.0,17,77,8,181.94894537587885
139,17289,16642.0,176.3971671388102,161.80746023038947,220.18429813205105,4,1.0,2.0,3.0,168.00175681431006,199.0,4,6,4,151.50980726590484
140,17289,15350.0,176.3971671388102,161.80746023038947,99.29565108409575,2,2.0,1.0,1.0,168.00175681431006,95.0,8,145,97,181.94894537587885
141,17290,16930.0,176.3971671388102,161.80746023038947,220.18429813205105,3,1.0,0.0,1.0,168.00175681431006,180.0,0,0,7,151.50980726590484
142,17289,15993.0,176.3971671388102,161.80746023038947,99.29565108409575,2,1.0,1.0,1.0,168.00175681431006,100.0,0,0,0,151.50980726590484
143,17290,15391.0,176.3971671388102,161.80746023038947,220.18429813205105,2,1.0,1.0,1.0,168.00175681431006,150.0,3,3,5,151.96605805243445
